1,a_sport_to_have_a_walk
2,a_user_to_meet_friends
3,a_tvmusmov_to_listen_to_music
4,a_work_to_make_a_plan_for_my_tasks
5,a_user_to_watch_some_movie_or_series
6,a_user_to_travel_somewhere_else
7,a_user_to_sleep
8,a_user_to_go_to_the_park
9,a_individual_to_read_a_book
10,a_going_to_go_for_a_drink
11,a_tvmusmov_to_watch_Netflix
12,a_user_to_chill_at_home
13,a_athome_to_cook_a_regular_recipe
14,a_athome_to_clean_the_house
15,a_user_to_work_with_analytical_duties
16,a_user_to_go_to_a_party
17,a_entert_to_play_videogames
18,a_going_to_go_to_the_beach
19,a_outdoor_to_buy_the_groceries
20,a_user_to_eat_cozy_food
21,a_going_to_walk_in_the_city_center
22,a_user_to_organize_stuff
23,a_sport_to_go_cycling
24,a_user_to_go_to_the_office
25,a_user_to_light_an_incense
26,a_user_to_visit_a_new_place
27,a_going_to_go_for_shopping
28,a_user_to_make_video_calls_with_friends_or_family
29,a_user_to_do_a_picnic
30,a_user_to_speak_with_colleagues
31,a_user_to_get_stuck_at_home
32,a_friends_to_surf_social_media
33,a_individual_to_wake_up_late
34,a_athome_to_drink_a_coffee/tea
35,a_user_to_drink_a_coffee
36,a_work_to_have_meetings
37,a_user_to_go_to_the_supermarket
38,a_user_to_read_the_news
39,a_user_to_have_dinner_out
40,a_sport_to_go_to_the_gym
41,a_going_to_go_to_a_restaurant
42,a_outdoor_to_walk_in_the_nature
